video_id,duration,time_stamp,sentences
ZxjqBjryr6k,309.575933,"[163.396, 201.834]","Megan Martin continues her makeup tutorial, using a fluffy brush to delicately apply a dark chocolate cherry eyeshadow to her eyelid, her voiceover explaining the technique of layering for a subtle look."
ZxjqBjryr6k,309.575933,"[201.834, 245.211]","Megan Martin smiles as she dips a brush into a vibrant palette of eyeshadows, her voiceover guiding viewers through the application process as she blends shades of brown and purple on her eyelid for a colorful look that complements her glasses."
ZxjqBjryr6k,309.575933,"[245.211, 258.224]","Megan Martin uses a brush to carefully pat a darker shade of purple eyeshadow onto her outer eyelid, explaining that she's trying not to get any on her face."
ZxjqBjryr6k,309.575933,"[258.224, 264.731]","Megan dips her brush into a vibrant purple shade from her eyeshadow palette and begins to apply it to her eyelid, carefully blending it with the other colors as she explains her technique."
ZxjqBjryr6k,309.575933,"[264.731, 291.924]","Megan continues to blend a shimmery purple eyeshadow onto her eyelid, using a small brush to carefully apply and blend the colors for a gradient effect that complements her dark hair and subtle makeup."
ZxjqBjryr6k,309.575933,"[292.458, 309.575]","As she finishes her colorful eye makeup tutorial, Megan puts on her thin-framed glasses and addresses the camera, thanking her viewers for watching."
Z-N3VYrWdKI,168.28,"[0.0, 5.0]","A video opens with the title ""Super Parrot at Chennai Pet Market"" displayed against a black background, accompanied by upbeat pop music."
Z-N3VYrWdKI,168.28,"[12.28, 15.68]","After the video, a message pops up on a plain gray screen, boldly asking ""Want More Vids Like This?"""
Z-N3VYrWdKI,168.28,"[15.68, 19.017142857142858]","As upbeat pop music transitions to a pop song, the word ""EASY DO"" is boldly written on a white surface, visually emphasizing the simplicity of the message."
Z-N3VYrWdKI,168.28,"[19.68, 26.424308390022677]","As a pop song plays, the video focuses on a computer screen where the cursor is hovering over the ""Subscribed"" button below a video, suggesting the viewer is about to subscribe after watching the video."
Z-N3VYrWdKI,168.28,"[26.6, 29.698321995464852]","As the electronic music plays, the word ""GO"" zooms in from the screen, rotating to highlight the ""O"" before shrinking back down, urging the viewer to ""Subscribe."""
Z-N3VYrWdKI,168.28,"[30.64, 43.32]","The video opens with a shot of the ""NSK PETS"" storefront sign, featuring colorful illustrations of birds and a cat, before panning down to show a bustling pet store interior. Inside, a customer and an employee are interacting, possibly discussing the birds and cats that are clearly visible in their well-kept cages. Overlaying the visuals, a cacophony of sounds plays, including a man's voice, a motorcycle revving its engine, the hustle and bustle of a train station, and the sounds of a busy street."
Z-N3VYrWdKI,168.28,"[43.32, 101.08]","As the camera pans across the bustling N.S.K. Pets storefront, a man's voice excitedly introduces the pet shop, highlighting the variety of pets available, his words almost drowned out by the sounds of the city and the calls of birds from their cages."
Z-N3VYrWdKI,168.28,"[101.08, 107.08]","A vibrant red parrot catches the eye as it perches calmly on its cage, surrounded by the chirping of other birds and the muffled sounds of the bustling pet market."
Z-N3VYrWdKI,168.28,"[107.08, 135.0]","A vibrant red parrot, its wings partially spread as if about to take flight, perches on a hand in the bustling pet market, a symphony of urban chaos - car horns, engines revving, and a street sweeper's whir - rising above the man's foreign words and the parrot's own intermittent cries."
Z-N3VYrWdKI,168.28,"[135.0, 152.3693424036281]","The vibrant red parrot, perched on a person's hand, scans its surroundings with sharp, alert eyes as a man speaks to it in a foreign language amidst the urban symphony of distant traffic and the parrot's own intermittent chirps."
Z-N3VYrWdKI,168.28,"[152.92, 168.28]","As the video about the parrot at the pet market ends, the channel's logo, featuring stylized masks on a pink background with the words ""MALA FOOD AND ENTERTAINMENT,"" is displayed, while a man's voice encourages viewers to like, share, comment, and subscribe."
Z-hlc8kN6nI,147.897744,"[0.0, 3.169]","A woman with long brown hair, wearing a black top, sits facing the camera in a well-lit room, her neutral expression unchanging as someone off-screen congratulates her on getting an interview."
Z-hlc8kN6nI,147.897744,"[9.592, 13.221]","A blonde woman, bathed in the warm glow of a salt lamp, beams as she gestures excitedly.  Though she doesn't speak in this moment, the anticipation in the air suggests she is about to, perhaps even bursting into song."
Z-hlc8kN6nI,147.897744,"[13.221, 15.807]","A vibrant graphic with the words ""The Gang"" in playful pink script fills the screen, while jazzy music begins to play, hinting at the exciting content to come."
Z-hlc8kN6nI,147.897744,"[21.396, 42.625]","A blonde woman sits at a wooden table in a well-lit room, typing on her laptop, then the video transitions to show the laptop screen displaying a webpage about marketing and advertising jobs. Later, the woman sits on a couch with another woman, listening intently as the other woman, holding a document, speaks, her voice providing advice on preparing for job interviews, emphasizing the importance of researching the company and practicing mock interviews."
Z-hlc8kN6nI,147.897744,"[42.625, 72.53]","The woman continues her advice on job interview preparation, emphasizing the importance of practicing answers in front of a mirror to appear confident and composed. She then transitions to discussing attire, recommending a simple and polished look that doesn't overshadow one's personality, as she picks up a pink t-shirt to hang it up."
Z-hlc8kN6nI,147.897744,"[72.53, 74.783]","As the woman hangs up a pink shirt in the bathroom, her reflection in the mirror shows her holding up black pants, carefully checking her appearance as she prepares for her upcoming job interview."
Z-hlc8kN6nI,147.897744,"[74.783, 106.37006802721089]","A woman holds up a black dress in front of the mirror, contemplating her outfit choice while a voice emphasizes the importance of a simple and polished look for job interviews.  As she adjusts her black blazer in the mirror, the voice continues, suggesting natural makeup to let one's personality shine through."
Z-hlc8kN6nI,147.897744,"[106.689, 114.26539682539682]","The woman, now wearing the pink blouse, sits in a well-lit room with a warm glow emanating from a decorative lamp on the bookshelf behind her, as she continues to share her advice on looking prepared and confident for a job interview, even if feeling nervous inside."
Z-hlc8kN6nI,147.897744,"[115.156, 129.212]","A woman with long brown hair, wearing a black top, sits at her desk smiling at the camera as she continues her advice from earlier, recommending sending a follow-up email after a job interview to express gratitude and enthusiasm."
Z-hlc8kN6nI,147.897744,"[129.212, 144.769]","The video transitions from a bold pink graphic asking ""What are your tips to nail an interview?"" to a casual scene of two women chatting and enjoying drinks in a brightly lit room, all while the background music shifts from jazz to pop."
Z-hlc8kN6nI,147.897744,"[144.769, 147.897]","As the jazzy music transitions to a more upbeat pop tune, two women sit at a table, smiling and sipping from their drinks as they chat, the words ""the gang"" playfully displayed above them, inviting viewers to subscribe to the channel."
VoTcy7ssc60,174.707867,"[1.167, 14.164172335600908]","A young woman, wearing a green shirt, sits on a textured purple seat in a brightly lit bus, looking out the window at the passing scenery of grassy fields and buildings, as she speaks in a panicked tone, worried about dropping her phone."
VoTcy7ssc60,174.707867,"[14.647, 23.49]","A young boy, wearing glasses and a blue-striped shirt, sits on the bus and speaks directly to the camera, excitedly sharing something he saw, as the bus continues its journey."
VoTcy7ssc60,174.707867,"[24.691, 33.29741496598639]","The camera focuses on the young woman in the green shirt as she paces anxiously on the moving bus, overwhelmed with worry, and says goodbye to someone."
VoTcy7ssc60,174.707867,"[33.733, 38.684444444444445]","The young woman, illuminated by the sunlight streaming through the bus windows, frantically reaches for something near the colorful galaxy backpack, letting out a panicked cry of ""Oh my god!""."
VoTcy7ssc60,174.707867,"[38.738, 112.011]","The bus journey continues with a close-up on a hand gripping a seat, the blurred background hinting at other passengers. A young boy with bright red hair, lost in thought, gazes out the window, the sound of children's laughter and chatter filling the air. As the bus rumbles on, a girl's voice excitedly announces she's recording for YouTube, her words punctuated by the playful banter of the children."
VoTcy7ssc60,174.707867,"[112.011, 114.547]","Inside the dimly lit bus, a red bag rests on the seat in front of someone wearing blue jeans, as a girl's voice excitedly announces ""I'm finished, I better pause"" her YouTube recording, her words barely audible above the lively chatter of the other passengers."
